Species,Straight_Carapace_Length_cm,Straight_Carapace_Width_cm,weight_kg
loggerhead,60.1,51.4,36
loggerhead,60.1,51.4,36
loggerhead,60.1,51.4,36
loggerhead,63.3,52.9,36
loggerhead,63.3,52.9,36
loggerhead,63.3,52.9,36
loggerhead,63.3,52.9,36
loggerhead,60,48.5,36.2
loggerhead,60,48.5,36.2
loggerhead,60,48.5,36.2
loggerhead,60,48.5,36.2
loggerhead,63.8,53.2,36.2
loggerhead,63.8,53.2,36.2
loggerhead,63.8,53.2,36.2
loggerhead,63.8,53.2,36.2
loggerhead,63.8,53.2,36.2
loggerhead,63.8,53.2,36.2
loggerhead,63.8,53.2,36.2
loggerhead,63.8,53.2,36.2
loggerhead,63.9,53.1,36.3
loggerhead,63.9,53.1,36.3
loggerhead,63.9,53.1,36.3
loggerhead,63.9,53.1,36.3
loggerhead,61.1,52.4,36.4
loggerhead,61.1,52.4,36.4
loggerhead,61.1,52.4,36.4
loggerhead,61.1,52.4,36.4
loggerhead,63.7,54,36.4
loggerhead,63.7,54,36.4
loggerhead,63.7,54,36.4
loggerhead,63.7,54,36.4
loggerhead,61.6,50.7,36.5
loggerhead,61.6,50.7,36.5
loggerhead,61.6,50.7,36.5
loggerhead,61.6,50.7,36.5
loggerhead,63.6,50.9,36.5
loggerhead,63.6,50.9,36.5
loggerhead,63.6,50.9,36.5
loggerhead,63.6,50.9,36.5
loggerhead,63.6,50.9,36.5
loggerhead,63.6,50.9,36.5
loggerhead,63.6,50.9,36.5
loggerhead,63.6,50.9,36.5
loggerhead,63.4,53.2,36.5
loggerhead,63.4,53.2,36.5
loggerhead,63.4,53.2,36.5
loggerhead,63.4,53.2,36.5
loggerhead,59.9,50.3,36.6
loggerhead,59.9,50.3,36.6
loggerhead,59.9,50.3,36.6
loggerhead,59.9,50.3,36.6
loggerhead,62.1,50.5,36.6
loggerhead,62.1,50.5,36.6
loggerhead,62.1,50.5,36.6
loggerhead,62.1,50.5,36.6
loggerhead,60.9,51.7,36.6
loggerhead,60.9,51.7,36.6
loggerhead,60.9,51.7,36.6
loggerhead,60.9,51.7,36.6
loggerhead,63,51.9,36.6
loggerhead,63,51.9,36.6
loggerhead,63,51.9,36.6
loggerhead,63,51.9,36.6
loggerhead,62,51.3,36.8
loggerhead,62,51.3,36.8
loggerhead,62,51.3,36.8
loggerhead,62,51.3,36.8
loggerhead,65.8,53.8,36.8
loggerhead,65.8,53.8,36.8
loggerhead,65.8,53.8,36.8
loggerhead,65.8,53.8,36.8
loggerhead,65.8,53.8,36.8
loggerhead,65.8,53.8,36.8
loggerhead,65.8,53.8,36.8
loggerhead,65.8,53.8,36.8
ridley,66.7,63.7,36.8
loggerhead,64.7,49.3,37
loggerhead,64.7,49.3,37
loggerhead,64.7,49.3,37
loggerhead,64.7,49.3,37
loggerhead,65.4,50.2,37
loggerhead,65.4,50.2,37
loggerhead,65.4,50.2,37
loggerhead,65.4,50.2,37
loggerhead,66.5,50.7,37
loggerhead,66.5,50.7,37
loggerhead,66.5,50.7,37
loggerhead,66.5,50.7,37
loggerhead,66.5,50.7,37
loggerhead,66.5,50.7,37
loggerhead,66.5,50.7,37
loggerhead,66.5,50.7,37
loggerhead,63.2,51.2,37
loggerhead,63.2,51.2,37
loggerhead,63.2,51.2,37
loggerhead,63.2,51.2,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,65.6,51.4,37
loggerhead,62,53.3,37
loggerhead,62,53.3,37
loggerhead,62,53.3,37
loggerhead,62,53.3,37
loggerhead,62,53.3,37
loggerhead,62,53.3,37
loggerhead,62,53.3,37
loggerhead,62,53.3,37
loggerhead,64.2,53.4,37
loggerhead,64.2,53.4,37
loggerhead,64.2,53.4,37
loggerhead,64.2,53.4,37
loggerhead,64.2,53.4,37
loggerhead,64.2,53.4,37
loggerhead,64.2,53.4,37
loggerhead,64.2,53.4,37
loggerhead,56.2,54.5,37
loggerhead,56.2,54.5,37
loggerhead,56.2,54.5,37
loggerhead,56.2,54.5,37
loggerhead,64.2,51.3,37.2
loggerhead,64.2,51.3,37.2
loggerhead,64.2,51.3,37.2
loggerhead,64.2,51.3,37.2
loggerhead,62.1,51.4,37.2
loggerhead,62.1,51.4,37.2
loggerhead,62.1,51.4,37.2
loggerhead,62.1,51.4,37.2
loggerhead,64.6,54.5,37.2
loggerhead,64.6,54.5,37.2
loggerhead,64.6,54.5,37.2
loggerhead,64.6,54.5,37.2
loggerhead,63.8,52.4,37.3
loggerhead,63.8,52.4,37.3
loggerhead,63.8,52.4,37.3
loggerhead,63.8,52.4,37.3
loggerhead,63.8,52.4,37.3
loggerhead,63.8,52.4,37.3
loggerhead,63.8,52.4,37.3
loggerhead,63.8,52.4,37.3
loggerhead,66.5,56.6,37.3
loggerhead,66.5,56.6,37.3
loggerhead,66.5,56.6,37.3
loggerhead,66.5,56.6,37.3
loggerhead,63.7,51.2,37.4
loggerhead,63.7,51.2,37.4
loggerhead,63.7,51.2,37.4
loggerhead,63.7,51.2,37.4
loggerhead,62.1,55.6,37.4
loggerhead,62.1,55.6,37.4
loggerhead,62.1,55.6,37.4
loggerhead,62.1,55.6,37.4
loggerhead,63.4,54.1,37.5
loggerhead,63.4,54.1,37.5
loggerhead,63.4,54.1,37.5
loggerhead,63.4,54.1,37.5
loggerhead,64,50.5,37.8
loggerhead,64,50.5,37.8
loggerhead,64,50.5,37.8
loggerhead,64,50.5,37.8
loggerhead,64,50.5,37.8
loggerhead,64,50.5,37.8
loggerhead,64,50.5,37.8
loggerhead,64,50.5,37.8
loggerhead,63,52.2,37.8
loggerhead,63,52.2,37.8
loggerhead,63,52.2,37.8
loggerhead,63,52.2,37.8
loggerhead,63,52.3,37.8
loggerhead,63,52.3,37.8
loggerhead,63,52.3,37.8
loggerhead,63,52.3,37.8
loggerhead,64.2,54.4,37.8
loggerhead,64.2,54.4,37.8
loggerhead,64.2,54.4,37.8
loggerhead,64.2,54.4,37.8
loggerhead,66,0,38
loggerhead,66,0,38
loggerhead,66,0,38
loggerhead,66,0,38
loggerhead,62.8,50.3,38
loggerhead,62.8,50.3,38
loggerhead,62.8,50.3,38
loggerhead,62.8,50.3,38
loggerhead,62.8,50.3,38
loggerhead,62.8,50.3,38
loggerhead,62.8,50.3,38
loggerhead,62.8,50.3,38
loggerhead,63.3,50.4,38
loggerhead,63.3,50.4,38
loggerhead,63.3,50.4,38
loggerhead,63.3,50.4,38
loggerhead,63.3,50.4,38
loggerhead,63.3,50.4,38
loggerhead,63.3,50.4,38
loggerhead,63.3,50.4,38
loggerhead,64.8,51.2,38
loggerhead,64.8,51.2,38
loggerhead,64.8,51.2,38
loggerhead,64.8,51.2,38
loggerhead,64.8,51.2,38
loggerhead,64.8,51.2,38
loggerhead,64.8,51.2,38
loggerhead,64.8,51.2,38
loggerhead,63.3,52.5,38
loggerhead,63.3,52.5,38
loggerhead,63.3,52.5,38
loggerhead,63.3,52.5,38
loggerhead,65.6,52.5,38
loggerhead,65.6,52.5,38
loggerhead,65.6,52.5,38
loggerhead,65.6,52.5,38
loggerhead,65.6,52.5,38
loggerhead,65.6,52.5,38
loggerhead,65.6,52.5,38
loggerhead,65.6,52.5,38
loggerhead,63.8,52.9,38
loggerhead,63.8,52.9,38
loggerhead,63.8,52.9,38
loggerhead,63.8,52.9,38
loggerhead,63.5,53.4,38
loggerhead,63.5,53.4,38
loggerhead,63.5,53.4,38
loggerhead,63.5,53.4,38
loggerhead,61.6,54.7,38
loggerhead,61.6,54.7,38
loggerhead,61.6,54.7,38
loggerhead,61.6,54.7,38
loggerhead,65.1,52.1,38.2
loggerhead,65.1,52.1,38.2
loggerhead,65.1,52.1,38.2
loggerhead,65.1,52.1,38.2
green,67.2,53.4,38.2
green,67.2,53.4,38.2
loggerhead,64.7,53.8,38.2
loggerhead,64.7,53.8,38.2
loggerhead,64.7,53.8,38.2
loggerhead,64.7,53.8,38.2
loggerhead,62.1,54.7,38.2
loggerhead,62.1,54.7,38.2
loggerhead,62.1,54.7,38.2
loggerhead,62.1,54.7,38.2
green,68.2,51.7,38.4
green,68.2,51.7,38.4
loggerhead,64.4,52.5,38.4
loggerhead,64.4,52.5,38.4
loggerhead,64.4,52.5,38.4
loggerhead,64.4,52.5,38.4
loggerhead,64.4,52.5,38.4
loggerhead,64.4,52.5,38.4
loggerhead,64.4,52.5,38.4
loggerhead,64.4,52.5,38.4
loggerhead,65,52.7,38.4
loggerhead,65,52.7,38.4
loggerhead,65,52.7,38.4
loggerhead,65,52.7,38.4
loggerhead,65,52.7,38.4
loggerhead,65,52.7,38.4
loggerhead,65,52.7,38.4
loggerhead,65,52.7,38.4
loggerhead,59.5,54.3,38.4
loggerhead,59.5,54.3,38.4
loggerhead,59.5,54.3,38.4
loggerhead,59.5,54.3,38.4
loggerhead,61,51.8,38.5
loggerhead,61,51.8,38.5
loggerhead,61,51.8,38.5
loggerhead,61,51.8,38.5
loggerhead,68.2,54.5,38.5
loggerhead,68.2,54.5,38.5
loggerhead,68.2,54.5,38.5
loggerhead,68.2,54.5,38.5
loggerhead,64.7,52.7,38.6
loggerhead,64.7,52.7,38.6
loggerhead,64.7,52.7,38.6
loggerhead,64.7,52.7,38.6
loggerhead,64.7,52.7,38.6
loggerhead,64.7,52.7,38.6
loggerhead,64.7,52.7,38.6
loggerhead,64.7,52.7,38.6
loggerhead,66,52.8,38.6
loggerhead,66,52.8,38.6
loggerhead,66,52.8,38.6
loggerhead,66,52.8,38.6
loggerhead,66.5,52.8,38.6
loggerhead,66.5,52.8,38.6
loggerhead,66.5,52.8,38.6
loggerhead,66.5,52.8,38.6
loggerhead,65.2,53.6,38.6
loggerhead,65.2,53.6,38.6
loggerhead,65.2,53.6,38.6
loggerhead,65.2,53.6,38.6
loggerhead,69.3,55,38.6
loggerhead,69.3,55,38.6
loggerhead,69.3,55,38.6
loggerhead,69.3,55,38.6
loggerhead,61.8,56.4,38.6
loggerhead,61.8,56.4,38.6
loggerhead,61.8,56.4,38.6
loggerhead,61.8,56.4,38.6
loggerhead,58.1,52,38.8
loggerhead,58.1,52,38.8
loggerhead,58.1,52,38.8
loggerhead,58.1,52,38.8
loggerhead,58.1,52,38.8
loggerhead,58.1,52,38.8
loggerhead,58.1,52,38.8
loggerhead,58.1,52,38.8
loggerhead,64.3,52.8,38.8
loggerhead,64.3,52.8,38.8
loggerhead,64.3,52.8,38.8
loggerhead,64.3,52.8,38.8
loggerhead,64.3,52.8,38.8
loggerhead,64.3,52.8,38.8
loggerhead,64.3,52.8,38.8
loggerhead,64.3,52.8,38.8
loggerhead,65,54.8,38.8
loggerhead,65,54.8,38.8
loggerhead,65,54.8,38.8
loggerhead,65,54.8,38.8
loggerhead,65,54.8,38.8
loggerhead,65,54.8,38.8
loggerhead,65,54.8,38.8
loggerhead,65,54.8,38.8
loggerhead,64.9,52.3,38.9
loggerhead,64.2,52.5,39
loggerhead,65,54.5,39
loggerhead,65,54.5,39
loggerhead,65,54.5,39
loggerhead,65,54.5,39
loggerhead,64.4,55.4,39
loggerhead,64.4,55.4,39
loggerhead,64.4,55.4,39
loggerhead,64.4,55.4,39
loggerhead,65.1,51.3,39.2
loggerhead,65.1,51.3,39.2
loggerhead,65.1,51.3,39.2
loggerhead,65.1,51.3,39.2
loggerhead,65.1,51.3,39.2
loggerhead,65.1,51.3,39.2
loggerhead,65.1,51.3,39.2
loggerhead,65.1,51.3,39.2
loggerhead,65.3,56.5,39.2
loggerhead,65.3,56.5,39.2
loggerhead,65.3,56.5,39.2
loggerhead,65.3,56.5,39.2
loggerhead,65.5,48.9,39.4
loggerhead,65.5,48.9,39.4
loggerhead,65.5,48.9,39.4
loggerhead,65.5,48.9,39.4
loggerhead,64.5,55.1,39.4
loggerhead,64.5,55.1,39.4
loggerhead,64.5,55.1,39.4
loggerhead,64.5,55.1,39.4
loggerhead,62.5,51.6,39.5
loggerhead,62.5,51.6,39.5
loggerhead,62.5,51.6,39.5
loggerhead,62.5,51.6,39.5
loggerhead,63.9,50.3,39.6
loggerhead,63.9,50.3,39.6
loggerhead,63.9,50.3,39.6
loggerhead,63.9,50.3,39.6
loggerhead,63.9,50.3,39.6
loggerhead,63.9,50.3,39.6
loggerhead,63.9,50.3,39.6
loggerhead,63.9,50.3,39.6
loggerhead,65.1,51,39.6
loggerhead,65.1,51,39.6
loggerhead,65.1,51,39.6
loggerhead,65.1,51,39.6
loggerhead,64.2,53,39.6
loggerhead,64.2,53,39.6
loggerhead,64.2,53,39.6
loggerhead,64.2,53,39.6
loggerhead,64.2,53,39.6
loggerhead,64.2,53,39.6
loggerhead,64.2,53,39.6
loggerhead,64.2,53,39.6
loggerhead,63.7,53.1,39.6
loggerhead,63.7,53.1,39.6
loggerhead,63.7,53.1,39.6
loggerhead,63.7,53.1,39.6
loggerhead,65.7,53.2,39.6
loggerhead,65.7,53.2,39.6
loggerhead,65.7,53.2,39.6
loggerhead,65.7,53.2,39.6
green,67,51.3,39.8
green,67,51.3,39.8
green,66.1,52.7,39.8
green,66.1,52.7,39.8
loggerhead,61.9,53.9,39.8
loggerhead,61.9,53.9,39.8
loggerhead,61.9,53.9,39.8
loggerhead,61.9,53.9,39.8
loggerhead,66.9,63.4,39.8
loggerhead,66.9,63.4,39.8
loggerhead,66.9,63.4,39.8
loggerhead,66.9,63.4,39.8
loggerhead,66.9,63.4,39.8
loggerhead,66.9,63.4,39.8
loggerhead,66.9,63.4,39.8
loggerhead,66.9,63.4,39.8
loggerhead,64.5,55.5,39.9
loggerhead,61.4,49.3,40
loggerhead,61.4,49.3,40
loggerhead,61.4,49.3,40
loggerhead,61.4,49.3,40
loggerhead,66.4,51.4,40
loggerhead,66.4,51.4,40
loggerhead,66.4,51.4,40
loggerhead,66.4,51.4,40
loggerhead,66.4,51.4,40
loggerhead,66.4,51.4,40
loggerhead,66.4,51.4,40
loggerhead,66.4,51.4,40
loggerhead,65.2,51.9,40
loggerhead,65.2,51.9,40
loggerhead,65.2,51.9,40
loggerhead,65.2,51.9,40
loggerhead,66.8,53.7,40
loggerhead,66.8,53.7,40
loggerhead,66.8,53.7,40
loggerhead,66.8,53.7,40
loggerhead,67.4,53.8,40
loggerhead,67.4,53.8,40
loggerhead,67.4,53.8,40
loggerhead,67.4,53.8,40
loggerhead,64.7,51.2,40.2
loggerhead,64.7,51.2,40.2
loggerhead,64.7,51.2,40.2
loggerhead,64.7,51.2,40.2
loggerhead,69.2,54,40.3
loggerhead,64.5,52.4,40.4
loggerhead,64.5,52.4,40.4
loggerhead,64.5,52.4,40.4
loggerhead,64.5,52.4,40.4
loggerhead,64.9,54.2,40.4
loggerhead,64.9,54.2,40.4
loggerhead,64.9,54.2,40.4
loggerhead,64.9,54.2,40.4
loggerhead,65.6,54.3,40.4
loggerhead,65.6,54.3,40.4
loggerhead,65.6,54.3,40.4
loggerhead,65.6,54.3,40.4
loggerhead,66.9,54.7,40.5
loggerhead,66.9,54.7,40.5
loggerhead,66.9,54.7,40.5
loggerhead,66.9,54.7,40.5
loggerhead,65.6,53.4,40.6
loggerhead,65.6,53.4,40.6
loggerhead,65.6,53.4,40.6
loggerhead,65.6,53.4,40.6
loggerhead,63.6,54.2,40.6
loggerhead,63.6,54.2,40.6
loggerhead,63.6,54.2,40.6
loggerhead,63.6,54.2,40.6
loggerhead,64.7,56.3,40.6
loggerhead,64.7,56.3,40.6
loggerhead,64.7,56.3,40.6
loggerhead,64.7,56.3,40.6
loggerhead,68.5,54.3,40.8
loggerhead,68.5,54.3,40.8
loggerhead,68.5,54.3,40.8
loggerhead,68.5,54.3,40.8
loggerhead,64,54.6,40.8
loggerhead,64,54.6,40.8
loggerhead,64,54.6,40.8
loggerhead,64,54.6,40.8
loggerhead,65.2,53.4,41
loggerhead,65.2,53.4,41
loggerhead,65.2,53.4,41
loggerhead,65.2,53.4,41
loggerhead,66.9,54.7,41
loggerhead,66.9,54.7,41
loggerhead,66.9,54.7,41
loggerhead,66.9,54.7,41
loggerhead,66.6,54.9,41
loggerhead,66.6,54.9,41
loggerhead,66.6,54.9,41
loggerhead,66.6,54.9,41
loggerhead,68.7,55,41
loggerhead,68.7,55,41
loggerhead,68.7,55,41
loggerhead,68.7,55,41
loggerhead,67.9,55.5,41
loggerhead,67.9,55.5,41
loggerhead,67.9,55.5,41
loggerhead,67.9,55.5,41
loggerhead,64.7,52,41.2
loggerhead,64.7,52,41.2
loggerhead,64.7,52,41.2
loggerhead,64.7,52,41.2
loggerhead,67.1,52.2,41.2
loggerhead,67.1,52.2,41.2
loggerhead,67.1,52.2,41.2
loggerhead,67.1,52.2,41.2
loggerhead,67.1,52.2,41.2
loggerhead,67.1,52.2,41.2
loggerhead,67.1,52.2,41.2
loggerhead,67.1,52.2,41.2
loggerhead,63.1,53.2,41.2
loggerhead,63.1,53.2,41.2
loggerhead,63.1,53.2,41.2
loggerhead,63.1,53.2,41.2
loggerhead,63.1,53.2,41.2
loggerhead,63.1,53.2,41.2
loggerhead,63.1,53.2,41.2
loggerhead,63.1,53.2,41.2
loggerhead,65.2,54.5,41.2
loggerhead,65.2,54.5,41.2
loggerhead,65.2,54.5,41.2
loggerhead,65.2,54.5,41.2
loggerhead,64.7,63.5,41.2
loggerhead,64.7,63.5,41.2
loggerhead,64.7,63.5,41.2
loggerhead,64.7,63.5,41.2
ridley,67.2,64.5,41.3
loggerhead,62.4,51.2,41.4
loggerhead,62.4,51.2,41.4
loggerhead,62.4,51.2,41.4
loggerhead,62.4,51.2,41.4
loggerhead,62.4,51.2,41.4
loggerhead,62.4,51.2,41.4
loggerhead,62.4,51.2,41.4
loggerhead,62.4,51.2,41.4
loggerhead,66.7,53.2,41.4
loggerhead,66.7,53.2,41.4
loggerhead,66.7,53.2,41.4
loggerhead,66.7,53.2,41.4
loggerhead,63.8,54.2,41.4
loggerhead,63.8,54.2,41.4
loggerhead,63.8,54.2,41.4
loggerhead,63.8,54.2,41.4
loggerhead,65.9,53.7,41.5
loggerhead,65.9,53.7,41.5
loggerhead,65.9,53.7,41.5
loggerhead,65.9,53.7,41.5
loggerhead,65.9,54.3,41.5
loggerhead,65.9,54.3,41.5
loggerhead,65.9,54.3,41.5
loggerhead,65.9,54.3,41.5
loggerhead,65.9,54.3,41.5
loggerhead,65.9,54.3,41.5
loggerhead,65.9,54.3,41.5
loggerhead,65.9,54.3,41.5
loggerhead,64.9,50.2,41.8
loggerhead,64.9,50.2,41.8
loggerhead,64.9,50.2,41.8
loggerhead,64.9,50.2,41.8
loggerhead,66.5,54.2,41.8
loggerhead,69.9,55.9,41.8
loggerhead,69.9,55.9,41.8
loggerhead,69.9,55.9,41.8
loggerhead,69.9,55.9,41.8
loggerhead,65.7,54.7,42
loggerhead,65.7,54.7,42
loggerhead,65.7,54.7,42
loggerhead,65.7,54.7,42
loggerhead,64.9,55.3,42
loggerhead,64.9,55.3,42
loggerhead,64.9,55.3,42
loggerhead,64.9,55.3,42
loggerhead,64.8,52.1,42.2
loggerhead,64.8,52.1,42.2
loggerhead,64.8,52.1,42.2
loggerhead,64.8,52.1,42.2
loggerhead,64.8,52.1,42.2
loggerhead,64.8,52.1,42.2
loggerhead,64.8,52.1,42.2
loggerhead,64.8,52.1,42.2
loggerhead,63.8,52.2,42.2
loggerhead,63.8,52.2,42.2
loggerhead,63.8,52.2,42.2
loggerhead,63.8,52.2,42.2
loggerhead,63.8,52.2,42.2
loggerhead,63.8,52.2,42.2
loggerhead,63.8,52.2,42.2
loggerhead,63.8,52.2,42.2
loggerhead,66.1,55.3,42.2
loggerhead,66.1,55.3,42.2
loggerhead,66.1,55.3,42.2
loggerhead,66.1,55.3,42.2
loggerhead,65.4,56,42.4
loggerhead,65.4,56,42.4
loggerhead,65.4,56,42.4
loggerhead,65.4,56,42.4
loggerhead,65.5,57.8,43
loggerhead,65.5,57.8,43
loggerhead,65.5,57.8,43
loggerhead,65.5,57.8,43
loggerhead,67.3,51.8,43.2
loggerhead,67.3,51.8,43.2
loggerhead,67.3,51.8,43.2
loggerhead,67.3,51.8,43.2
loggerhead,67.3,54.1,43.2
loggerhead,67.3,54.1,43.2
loggerhead,67.3,54.1,43.2
loggerhead,67.3,54.1,43.2
loggerhead,67.3,54.1,43.2
loggerhead,67.3,54.1,43.2
loggerhead,67.3,54.1,43.2
loggerhead,67.3,54.1,43.2
loggerhead,64.9,55.4,43.2
loggerhead,64.9,55.4,43.2
loggerhead,64.9,55.4,43.2
loggerhead,64.9,55.4,43.2
loggerhead,64.9,55.4,43.2
loggerhead,64.9,55.4,43.2
loggerhead,64.9,55.4,43.2
loggerhead,64.9,55.4,43.2
loggerhead,69,54.7,43.5
loggerhead,69,54.7,43.5
loggerhead,69,54.7,43.5
loggerhead,69,54.7,43.5
loggerhead,74.6,49.2,43.6
loggerhead,74.6,49.2,43.6
loggerhead,67.3,53.3,43.6
loggerhead,67.3,53.3,43.6
loggerhead,67.3,53.3,43.6
loggerhead,67.3,53.3,43.6
loggerhead,67.3,53.3,43.6
loggerhead,67.3,53.3,43.6
loggerhead,67.3,53.3,43.6
loggerhead,67.3,53.3,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66,55.1,43.6
loggerhead,66.6,55.5,43.6
loggerhead,66.6,55.5,43.6
loggerhead,66.6,55.5,43.6
loggerhead,66.6,55.5,43.6
loggerhead,66.1,53.2,43.8
loggerhead,66.1,53.2,43.8
loggerhead,66.1,53.2,43.8
loggerhead,66.1,53.2,43.8
loggerhead,66.1,53.2,43.8
loggerhead,66.1,53.2,43.8
loggerhead,66.1,53.2,43.8
loggerhead,66.1,53.2,43.8
loggerhead,68.6,56,43.8
loggerhead,68.6,56,43.8
loggerhead,68.6,56,43.8
loggerhead,68.6,56,43.8
green,70.2,57.6,43.8
green,70.2,57.6,43.8
loggerhead,67.8,52.9,44
loggerhead,67.8,52.9,44
loggerhead,67.8,52.9,44
loggerhead,67.8,52.9,44
loggerhead,53.5,44.7,44.4
loggerhead,53.5,44.7,44.4
loggerhead,53.5,44.7,44.4
loggerhead,53.5,44.7,44.4
loggerhead,53.5,44.7,44.4
loggerhead,53.5,44.7,44.4
loggerhead,53.5,44.7,44.4
loggerhead,53.5,44.7,44.4
loggerhead,69.9,60.9,44.4
loggerhead,69.9,60.9,44.4
loggerhead,69.9,60.9,44.4
loggerhead,69.9,60.9,44.4
loggerhead,67.4,56.5,44.5
green,70.2,35.4,44.8
green,70.2,35.4,44.8
green,68.2,57.4,44.8
green,68.2,57.4,44.8
loggerhead,66.6,54.7,45
loggerhead,66.6,54.7,45
loggerhead,66.6,54.7,45
loggerhead,66.6,54.7,45
loggerhead,66.6,54.7,45
loggerhead,66.6,54.7,45
loggerhead,66.6,54.7,45
loggerhead,66.6,54.7,45
loggerhead,65.3,61.6,45
loggerhead,65.3,61.6,45
loggerhead,65.3,61.6,45
loggerhead,65.3,61.6,45
loggerhead,66.4,51.5,45.3
loggerhead,66.4,51.5,45.3
loggerhead,66.4,51.5,45.3
loggerhead,66.4,51.5,45.3
loggerhead,66.4,51.5,45.3
loggerhead,66.4,51.5,45.3
loggerhead,66.4,51.5,45.3
loggerhead,66.4,51.5,45.3
loggerhead,70.6,54.9,45.4
loggerhead,70.6,54.9,45.4
loggerhead,70.6,54.9,45.4
loggerhead,70.6,54.9,45.4
loggerhead,70.6,54.9,45.4
loggerhead,70.6,54.9,45.4
loggerhead,70.6,54.9,45.4
loggerhead,70.6,54.9,45.4
loggerhead,68.6,55,45.4
loggerhead,68.6,55,45.4
loggerhead,68.6,55,45.4
loggerhead,68.6,55,45.4
loggerhead,65.5,55.6,45.6
loggerhead,65.5,55.6,45.6
loggerhead,65.5,55.6,45.6
loggerhead,65.5,55.6,45.6
loggerhead,65.5,55.6,45.6
loggerhead,65.5,55.6,45.6
loggerhead,65.5,55.6,45.6
loggerhead,65.5,55.6,45.6
loggerhead,66.8,56.2,45.6
loggerhead,66.8,56.2,45.6
loggerhead,66.8,56.2,45.6
loggerhead,66.8,56.2,45.6
loggerhead,66.8,56.2,45.6
loggerhead,66.8,56.2,45.6
loggerhead,66.8,56.2,45.6
loggerhead,66.8,56.2,45.6
loggerhead,68.5,57.6,45.6
loggerhead,68.5,57.6,45.6
loggerhead,68.5,57.6,45.6
loggerhead,68.5,57.6,45.6
loggerhead,67.5,57.8,45.6
loggerhead,67.5,57.8,45.6
loggerhead,67.5,57.8,45.6
loggerhead,67.5,57.8,45.6
loggerhead,68.6,53.1,46
loggerhead,68.6,53.1,46
loggerhead,68.6,53.1,46
loggerhead,68.6,53.1,46
loggerhead,68.6,53.1,46
loggerhead,68.6,53.1,46
loggerhead,68.6,53.1,46
loggerhead,68.6,53.1,46
loggerhead,69.6,56.8,46
loggerhead,69,55.8,46.2
loggerhead,69,55.8,46.2
loggerhead,69,55.8,46.2
loggerhead,69,55.8,46.2
loggerhead,69,55.8,46.2
loggerhead,69,55.8,46.2
loggerhead,69,55.8,46.2
loggerhead,69,55.8,46.2
loggerhead,68.7,56.6,46.2
loggerhead,68.7,56.6,46.2
loggerhead,68.7,56.6,46.2
loggerhead,68.7,56.6,46.2
loggerhead,66.3,58.5,46.3
loggerhead,66.3,58.5,46.3
loggerhead,66.3,58.5,46.3
loggerhead,66.3,58.5,46.3
loggerhead,66.5,54.7,46.4
loggerhead,66.5,54.7,46.4
loggerhead,66.5,54.7,46.4
loggerhead,66.5,54.7,46.4
loggerhead,66.5,54.7,46.4
loggerhead,66.5,54.7,46.4
loggerhead,66.5,54.7,46.4
loggerhead,66.5,54.7,46.4
loggerhead,70.5,55,46.4
loggerhead,70.5,55,46.4
loggerhead,70.5,55,46.4
loggerhead,70.5,55,46.4
loggerhead,68.5,55.2,46.4
loggerhead,70.4,58.4,46.4
loggerhead,70.4,58.4,46.4
loggerhead,70.4,58.4,46.4
loggerhead,70.4,58.4,46.4
loggerhead,70.4,58.4,46.4
loggerhead,70.4,58.4,46.4
loggerhead,70.4,58.4,46.4
loggerhead,70.4,58.4,46.4
loggerhead,66.8,53.4,46.6
loggerhead,66.8,53.4,46.6
loggerhead,66.8,53.4,46.6
loggerhead,66.8,53.4,46.6
loggerhead,71.7,58.8,46.6
loggerhead,71.7,58.8,46.6
loggerhead,71.7,58.8,46.6
loggerhead,71.7,58.8,46.6
loggerhead,71.1,55.2,46.7
loggerhead,71.1,55.2,46.7
loggerhead,71.1,55.2,46.7
loggerhead,71.1,55.2,46.7
loggerhead,71.1,55.2,46.7
loggerhead,71.1,55.2,46.7
loggerhead,71.1,55.2,46.7
loggerhead,71.1,55.2,46.7
loggerhead,64.7,56.7,47.5
loggerhead,64.7,56.7,47.5
loggerhead,64.7,56.7,47.5
loggerhead,64.7,56.7,47.5
loggerhead,71.2,57.8,48
loggerhead,71.2,57.8,48
loggerhead,71.2,57.8,48
loggerhead,71.2,57.8,48
loggerhead,71.2,58.8,48
loggerhead,71.2,58.8,48
loggerhead,71.2,58.8,48
loggerhead,71.2,58.8,48
loggerhead,70.6,55.6,48.2
loggerhead,70.6,55.6,48.2
