Species,Straight_Carapace_Length_cm,Straight_Carapace_Width_cm,weight_kg
green,49.1,38.3,15.8
green,52.3,39.6,15.8
green,52.3,39.6,15.8
loggerhead,47,40.3,15.8
loggerhead,47,40.3,15.8
loggerhead,47,40.3,15.8
loggerhead,47,40.3,15.8
ridley,48.4,49.3,15.8
green,51.3,37.7,15.86
loggerhead,4.26,3.2,15.9
loggerhead,4.2,3.27,15.9
loggerhead,47.9,38.1,16
loggerhead,47.9,38.1,16
loggerhead,47.9,38.1,16
loggerhead,47.9,38.1,16
loggerhead,50.6,40.7,16
loggerhead,50.6,40.7,16
loggerhead,50.6,40.7,16
loggerhead,50.6,40.7,16
loggerhead,49.9,41.2,16
loggerhead,49.9,41.2,16
loggerhead,49.9,41.2,16
loggerhead,49.9,41.2,16
ridley,48.5,47,16
ridley,48.5,47,16
ridley,48.5,47,16
ridley,48.5,47,16
loggerhead,4.09,3.12,16.1
loggerhead,4.07,3.01,16.2
loggerhead,48.5,39.7,16.2
loggerhead,48.5,39.7,16.2
loggerhead,48.5,39.7,16.2
loggerhead,48.5,39.7,16.2
loggerhead,48.6,39.9,16.2
loggerhead,48.6,39.9,16.2
loggerhead,48.6,39.9,16.2
loggerhead,48.6,39.9,16.2
loggerhead,49.3,40.7,16.2
loggerhead,49.3,40.7,16.2
loggerhead,49.3,40.7,16.2
loggerhead,49.3,40.7,16.2
loggerhead,4.12,3.06,16.3
loggerhead,4.2,3.19,16.3
loggerhead,4.16,3.24,16.4
loggerhead,48.3,40,16.4
loggerhead,48.3,40,16.4
loggerhead,48.3,40,16.4
loggerhead,48.3,40,16.4
loggerhead,49.5,40.3,16.4
loggerhead,49.5,40.3,16.4
loggerhead,49.5,40.3,16.4
loggerhead,49.5,40.3,16.4
loggerhead,50.2,41.6,16.4
loggerhead,50.2,41.6,16.4
loggerhead,50.2,41.6,16.4
loggerhead,50.2,41.6,16.4
ridley,50.7,49.4,16.4
loggerhead,4.2,3.14,16.5
ridley,51,49.5,16.5
loggerhead,4.16,3.09,16.6
loggerhead,4.2,3.2,16.6
loggerhead,4.17,3.28,16.6
green,49.9,40.2,16.6
green,49.9,40.2,16.6
loggerhead,48.4,42.1,16.6
loggerhead,48.4,42.1,16.6
loggerhead,48.4,42.1,16.6
loggerhead,48.4,42.1,16.6
loggerhead,4.26,3.21,16.7
loggerhead,4.29,3.28,16.7
loggerhead,4.22,3.1,16.8
loggerhead,4.05,3.13,16.8
loggerhead,4.38,3.13,16.8
loggerhead,4.42,3.3,16.8
loggerhead,4.2,3.15,16.9
loggerhead,4.25,3.2,16.9
loggerhead,4.22,3.35,16.9
loggerhead,4.2,3.36,16.9
loggerhead,4.28,3.11,17
loggerhead,4.08,3.23,17
loggerhead,4.27,3.23,17
loggerhead,4.3,3.25,17
loggerhead,4,3.29,17
green,52.5,41.3,17
green,52.5,41.3,17
loggerhead,50,42.1,17
loggerhead,50,42.1,17
green,52.4,43.8,17
green,52.4,43.8,17
loggerhead,4.28,3.19,17.1
loggerhead,4.24,3.21,17.1
green,51.1,41.4,17.1
loggerhead,4.27,3.16,17.2
loggerhead,4.39,3.18,17.2
loggerhead,4.38,3.24,17.2
loggerhead,4.34,3.25,17.2
loggerhead,4.36,3.26,17.2
loggerhead,50.8,41.7,17.2
loggerhead,50.8,41.7,17.2
loggerhead,50.8,41.7,17.2
loggerhead,50.8,41.7,17.2
green,50.8,42.5,17.2
green,50.8,42.5,17.2
loggerhead,4.23,3.17,17.3
loggerhead,4.29,3.25,17.3
loggerhead,4.32,3.25,17.3
loggerhead,4.33,3.33,17.3
loggerhead,4.41,3.33,17.3
loggerhead,4.3,3.35,17.3
loggerhead,4.16,3.17,17.4
loggerhead,4.27,3.26,17.4
loggerhead,4.36,3.26,17.4
loggerhead,50,40.4,17.4
loggerhead,50,40.4,17.4
loggerhead,50,40.4,17.4
loggerhead,50,40.4,17.4
loggerhead,50.6,42.2,17.4
loggerhead,50.6,42.2,17.4
loggerhead,50.6,42.2,17.4
loggerhead,50.6,42.2,17.4
loggerhead,4.2,3.19,17.5
loggerhead,4.22,3.23,17.5
loggerhead,4.19,3.24,17.5
loggerhead,4.43,3.31,17.5
loggerhead,4.46,3.42,17.5
loggerhead,4.28,3.32,17.6
loggerhead,4.42,3.36,17.6
loggerhead,4.3,3.41,17.6
green,52.5,41.2,17.6
green,52.5,41.2,17.6
loggerhead,51.4,41.6,17.6
loggerhead,51.4,41.6,17.6
loggerhead,51.4,41.6,17.6
loggerhead,51.4,41.6,17.6
loggerhead,4.21,3.15,17.7
loggerhead,4.07,3.16,17.7
loggerhead,4.3,3.25,17.7
loggerhead,4.31,3.27,17.7
loggerhead,4.33,3.28,17.7
loggerhead,4.26,3.38,17.7
loggerhead,4.47,3.51,17.7
loggerhead,4.22,3.12,17.8
loggerhead,4.26,3.28,17.8
loggerhead,4.4,3.29,17.8
loggerhead,4.33,3.3,17.8
loggerhead,4.27,3.35,17.8
loggerhead,4.43,3.37,17.8
green,49.5,40.6,17.8
green,49.5,40.6,17.8
loggerhead,50.3,42.4,17.8
loggerhead,50.3,42.4,17.8
loggerhead,50.3,42.4,17.8
loggerhead,50.3,42.4,17.8
green,55,42.6,17.8
green,55,42.6,17.8
loggerhead,4.35,3.25,17.9
loggerhead,4.3,3.18,18
loggerhead,4.32,3.25,18
loggerhead,4.48,3.47,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,50.9,38.3,18
loggerhead,4.28,3.2,18.1
loggerhead,4.26,3.26,18.1
loggerhead,4.38,3.35,18.1
loggerhead,4.2,3.36,18.1
loggerhead,4.47,3.7,18.1
loggerhead,4.26,3.18,18.2
loggerhead,4.12,3.21,18.2
loggerhead,4.44,3.33,18.2
loggerhead,4.42,3.36,18.2
loggerhead,4.43,3.37,18.2
loggerhead,4.42,3.38,18.2
loggerhead,4.38,3.44,18.2
green,51.8,41.3,18.2
green,51.8,41.3,18.2
green,54.3,41.3,18.2
green,54.3,41.3,18.2
loggerhead,48.9,41.4,18.2
loggerhead,48.9,41.4,18.2
loggerhead,48.9,41.4,18.2
loggerhead,48.9,41.4,18.2
green,51.9,41.5,18.2
green,51.9,41.5,18.2
green,52.1,41.9,18.2
green,52.1,41.9,18.2
green,52.7,42.5,18.2
green,52.7,42.5,18.2
green,53.6,44,18.2
green,53.6,44,18.2
loggerhead,4.41,3.35,18.3
loggerhead,4.43,3.37,18.3
loggerhead,4.34,3.3,18.4
loggerhead,4.46,3.36,18.4
loggerhead,4.44,3.52,18.4
loggerhead,4.26,3.95,18.4
green,52.5,41.7,18.4
green,52.5,41.7,18.4
loggerhead,51.3,43,18.4
loggerhead,51.3,43,18.4
loggerhead,51.3,43,18.4
loggerhead,51.3,43,18.4
loggerhead,4.47,3.3,18.5
loggerhead,4.53,3.3,18.5
loggerhead,4.3,3.41,18.5
loggerhead,4.3,3.42,18.5
loggerhead,4.21,3.24,18.6
loggerhead,4.5,3.68,18.6
loggerhead,50.2,41.2,18.6
loggerhead,50.2,41.2,18.6
loggerhead,50.2,41.2,18.6
loggerhead,50.2,41.2,18.6
loggerhead,63.5,52.7,18.6
loggerhead,63.5,52.7,18.6
loggerhead,63.5,52.7,18.6
loggerhead,63.5,52.7,18.6
loggerhead,4.4,3.34,18.7
loggerhead,4.3,3.37,18.7
loggerhead,4.38,3.41,18.7
loggerhead,4.48,3.48,18.7
loggerhead,48.8,38.8,18.7
loggerhead,48.8,38.8,18.7
loggerhead,48.8,38.8,18.7
loggerhead,48.8,38.8,18.7
loggerhead,48.8,38.8,18.7
loggerhead,48.8,38.8,18.7
loggerhead,4.15,3.17,18.8
loggerhead,4.27,3.26,18.8
loggerhead,4.54,3.43,18.8
loggerhead,51.8,42.6,18.8
loggerhead,51.8,42.6,18.8
loggerhead,51.8,42.6,18.8
loggerhead,51.8,42.6,18.8
loggerhead,51.8,42.6,18.8
loggerhead,51.8,42.6,18.8
loggerhead,51.8,42.6,18.8
loggerhead,51.8,42.6,18.8
loggerhead,50,43.7,18.8
loggerhead,50,43.7,18.8
loggerhead,50,43.7,18.8
loggerhead,50,43.7,18.8
ridley,48.1,46.7,18.8
loggerhead,4.43,3.38,18.9
loggerhead,4.41,3.4,18.9
loggerhead,4.64,3.42,18.9
loggerhead,4.34,3.23,19
loggerhead,4.28,3.32,19
loggerhead,4.38,3.33,19
ridley,54.1,52.9,19
ridley,54.1,52.9,19
ridley,54.1,52.9,19
ridley,54.1,52.9,19
loggerhead,4.26,3.17,19.1
loggerhead,4.29,3.27,19.1
loggerhead,4.55,3.35,19.1
loggerhead,4.54,3.41,19.1
loggerhead,4.53,3.54,19.2
loggerhead,51.8,42.5,19.2
loggerhead,51.8,42.5,19.2
loggerhead,51.8,42.5,19.2
loggerhead,51.8,42.5,19.2
green,55.1,44.3,19.2
green,55.1,44.3,19.2
loggerhead,4.16,3.25,19.3
loggerhead,4.35,3.28,19.3
loggerhead,4.4,3.35,19.3
ridley,52.1,49.3,19.3
ridley,52.1,49.3,19.3
ridley,52.1,49.3,19.3
ridley,52.1,49.3,19.3
loggerhead,4.22,3.28,19.4
loggerhead,4.38,3.31,19.4
loggerhead,4.29,3.39,19.4
loggerhead,4.28,3.44,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,50.3,41.7,19.4
loggerhead,52.9,42,19.4
loggerhead,52.9,42,19.4
loggerhead,52.9,42,19.4
loggerhead,52.9,42,19.4
loggerhead,4.23,3.2,19.5
loggerhead,4.43,3.33,19.5
loggerhead,4.37,3.36,19.5
loggerhead,4.44,3.64,19.5
loggerhead,4.36,3.33,19.6
loggerhead,4.35,3.42,19.6
green,54.7,41,19.6
green,54.7,41,19.6
loggerhead,51.6,42,19.6
loggerhead,51.6,42,19.6
loggerhead,51.6,42,19.6
loggerhead,51.6,42,19.6
loggerhead,52.8,42.9,19.6
loggerhead,52.8,42.9,19.6
loggerhead,52.8,42.9,19.6
loggerhead,52.8,42.9,19.6
loggerhead,51.2,43,19.6
loggerhead,51.2,43,19.6
loggerhead,51.2,43,19.6
loggerhead,51.2,43,19.6
loggerhead,49,43.8,19.6
loggerhead,49,43.8,19.6
loggerhead,49,43.8,19.6
loggerhead,49,43.8,19.6
loggerhead,4.28,3.23,19.7
loggerhead,4.3,3.37,19.7
loggerhead,4.34,3.37,19.7
loggerhead,4.42,3.47,19.7
loggerhead,4.62,3.8,19.7
loggerhead,4.26,3.39,19.8
loggerhead,4.42,3.44,19.8
loggerhead,4.68,3.49,19.8
green,54.2,44.9,19.8
green,54.2,44.9,19.8
loggerhead,50.8,45.1,19.8
loggerhead,50.8,45.1,19.8
loggerhead,50.8,45.1,19.8
loggerhead,50.8,45.1,19.8
loggerhead,4.35,3.25,19.9
loggerhead,4.31,3.29,19.9
loggerhead,4.4,3.61,19.9
loggerhead,59.3,49.2,19.9
loggerhead,59.3,49.2,19.9
loggerhead,59.3,49.2,19.9
loggerhead,59.3,49.2,19.9
loggerhead,59.3,49.2,19.9
loggerhead,59.3,49.2,19.9
loggerhead,59.3,49.2,19.9
loggerhead,59.3,49.2,19.9
ridley,53.5,49.9,19.92
loggerhead,4.29,3.44,20
loggerhead,4.41,3.53,20
loggerhead,4.66,3.78,20
loggerhead,4.85,3.95,20
loggerhead,51.6,42.3,20
loggerhead,51.6,42.3,20
loggerhead,51.6,42.3,20
loggerhead,51.6,42.3,20
loggerhead,51.7,42.6,20
loggerhead,51.7,42.6,20
loggerhead,51.7,42.6,20
loggerhead,51.7,42.6,20
loggerhead,52.1,43.1,20
loggerhead,52.1,43.1,20
loggerhead,52.1,43.1,20
loggerhead,52.1,43.1,20
green,34.4,44,20
loggerhead,51.5,44.2,20
loggerhead,51.5,44.2,20
loggerhead,51.5,44.2,20
loggerhead,51.5,44.2,20
loggerhead,54.8,44.3,20
loggerhead,54.8,44.3,20
loggerhead,54.8,44.3,20
loggerhead,54.8,44.3,20
ridley,48,45.3,20
ridley,48,45.3,20
ridley,48,45.3,20
ridley,48,45.3,20
loggerhead,52.9,45.9,20
loggerhead,52.9,45.9,20
loggerhead,52.9,45.9,20
loggerhead,52.9,45.9,20
loggerhead,52.9,45.9,20
loggerhead,52.9,45.9,20
loggerhead,52.9,45.9,20
loggerhead,52.9,45.9,20
ridley,51.5,49,20
ridley,51.5,49,20
ridley,51.5,49,20
ridley,51.5,49,20
loggerhead,4.41,3.32,20.1
loggerhead,4.41,3.34,20.1
loggerhead,4.35,3.41,20.1
loggerhead,53.4,45.6,20.1
loggerhead,53.4,45.6,20.1
loggerhead,53.4,45.6,20.1
loggerhead,53.4,45.6,20.1
loggerhead,4.35,3.22,20.2
loggerhead,4.4,3.25,20.2
loggerhead,4.36,3.46,20.2
green,54.6,41.6,20.2
green,54.6,41.6,20.2
loggerhead,52.7,42.3,20.2
loggerhead,52.7,42.3,20.2
loggerhead,52.7,42.3,20.2
loggerhead,52.7,42.3,20.2
green,54.9,43.4,20.2
green,54.9,43.4,20.2
ridley,50.5,53.8,20.2
loggerhead,4.56,3.51,20.3
loggerhead,4.27,3.36,20.4
loggerhead,4.5,3.37,20.4
loggerhead,4.48,3.45,20.4
loggerhead,4.42,3.5,20.4
loggerhead,4.69,3.6,20.4
loggerhead,4.44,3.67,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
loggerhead,51.6,40.3,20.4
green,58.7,43.4,20.4
green,58.7,43.4,20.4
loggerhead,52.9,44.1,20.4
loggerhead,52.9,44.1,20.4
loggerhead,52.9,44.1,20.4
loggerhead,52.9,44.1,20.4
green,55,44.3,20.4
green,55,44.3,20.4
ridley,53.1,51.6,20.4
ridley,53.1,51.6,20.4
ridley,53.1,51.6,20.4
ridley,53.1,51.6,20.4
loggerhead,4.35,3.34,20.5
loggerhead,4.36,3.42,20.5
loggerhead,4.78,3.75,20.5
loggerhead,4.37,3.47,20.6
green,53.6,43.1,20.6
green,53.6,43.1,20.6
loggerhead,53.9,43.2,20.6
loggerhead,53.9,43.2,20.6
loggerhead,53.9,43.2,20.6
loggerhead,53.9,43.2,20.6
loggerhead,53.9,43.2,20.6
loggerhead,53.9,43.2,20.6
loggerhead,53.9,43.2,20.6
loggerhead,53.9,43.2,20.6
green,55.7,47.4,20.6
green,55.7,47.4,20.6
loggerhead,4.33,3.5,20.7
loggerhead,4.71,3.76,20.7
loggerhead,50.8,43.2,20.7
loggerhead,50.8,43.2,20.7
loggerhead,50.8,43.2,20.7
loggerhead,50.8,43.2,20.7
loggerhead,4.43,3.35,20.8
loggerhead,4.48,3.43,20.8
loggerhead,4.48,3.44,20.8
green,54.7,42.6,20.8
loggerhead,50.4,43.8,20.8
loggerhead,50.4,43.8,20.8
loggerhead,50.4,43.8,20.8
loggerhead,50.4,43.8,20.8
green,60,44,20.8
green,60,44,20.8
loggerhead,51.5,44.2,20.8
loggerhead,51.5,44.2,20.8
loggerhead,51.5,44.2,20.8
loggerhead,51.5,44.2,20.8
loggerhead,52.7,44.5,20.8
loggerhead,52.7,44.5,20.8
loggerhead,52.7,44.5,20.8
loggerhead,52.7,44.5,20.8
loggerhead,4.96,3.82,20.9
loggerhead,53.4,44.6,21
loggerhead,53.4,44.6,21
loggerhead,53.4,44.6,21
loggerhead,53.4,44.6,21
loggerhead,4.91,3.76,21.1
ridley,53.5,53.6,21.1
loggerhead,4.53,3.45,21.2
green,55,43.2,21.2
green,55,43.2,21.2
loggerhead,53.4,45,21.2
loggerhead,53.4,45,21.2
loggerhead,53.4,45,21.2
loggerhead,53.4,45,21.2
green,54.7,45,21.2
green,54.7,45,21.2
loggerhead,52.3,45.5,21.2
loggerhead,52.3,45.5,21.2
loggerhead,52.3,45.5,21.2
loggerhead,52.3,45.5,21.2
loggerhead,4.42,3.34,21.3
loggerhead,4.81,3.82,21.3
ridley,55.4,53.3,21.3
loggerhead,4.57,3.4,21.4
loggerhead,4.67,3.78,21.4
loggerhead,53.1,43.7,21.4
loggerhead,53.1,43.7,21.4
loggerhead,53.1,43.7,21.4
loggerhead,53.1,43.7,21.4
loggerhead,53.8,44.5,21.4
loggerhead,53.8,44.5,21.4
loggerhead,53.8,44.5,21.4
loggerhead,53.8,44.5,21.4
loggerhead,52.4,45.5,21.4
loggerhead,52.4,45.5,21.4
loggerhead,52.4,45.5,21.4
loggerhead,52.4,45.5,21.4
loggerhead,54.4,46.7,21.4
loggerhead,54.4,46.7,21.4
loggerhead,54.4,46.7,21.4
loggerhead,54.4,46.7,21.4
loggerhead,4.55,3.56,21.5
loggerhead,4.66,3.83,21.5
loggerhead,4.59,3.48,21.6
green,57.4,43.2,21.6
green,57.4,43.2,21.6
loggerhead,4.51,3.42,21.7
loggerhead,4.6,3.45,21.7
loggerhead,4.58,3.53,21.7
loggerhead,4.58,3.57,21.7
loggerhead,4.78,3.79,21.7
loggerhead,54,44.7,21.7
loggerhead,54,44.7,21.7
loggerhead,54,44.7,21.7
loggerhead,54,44.7,21.7
loggerhead,4.69,3.45,21.8
loggerhead,4.85,3.88,21.8
loggerhead,53.3,44.2,21.8
loggerhead,53.3,44.2,21.8
loggerhead,53.3,44.2,21.8
loggerhead,53.3,44.2,21.8
loggerhead,54.7,44.4,21.8
loggerhead,54.7,44.4,21.8
loggerhead,54.7,44.4,21.8
loggerhead,54.7,44.4,21.8
loggerhead,52.2,46.2,21.8
loggerhead,52.2,46.2,21.8
loggerhead,52.2,46.2,21.8
loggerhead,52.2,46.2,21.8
loggerhead,4.66,3.43,21.9
loggerhead,4.69,3.79,21.9
loggerhead,4.69,3.58,22
loggerhead,4.66,3.68,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,52.8,43.4,22
loggerhead,53,44.6,22
loggerhead,53,44.6,22
loggerhead,53,44.6,22
loggerhead,53,44.6,22
loggerhead,53.9,45.3,22
loggerhead,53.9,45.3,22
loggerhead,53.9,45.3,22
loggerhead,53.9,45.3,22
loggerhead,54.6,45.5,22
loggerhead,54.6,45.5,22
loggerhead,54.6,45.5,22
loggerhead,54.6,45.5,22
loggerhead,53.1,45.6,22
loggerhead,53.1,45.6,22
loggerhead,53.1,45.6,22
loggerhead,53.1,45.6,22
loggerhead,4.84,3.79,22.1
loggerhead,52.9,44.3,22.1
loggerhead,52.9,44.3,22.1
loggerhead,52.9,44.3,22.1
loggerhead,52.9,44.3,22.1
loggerhead,4.69,3.85,22.2
loggerhead,55.4,41.2,22.2
loggerhead,55.4,41.2,22.2
loggerhead,55.4,41.2,22.2
loggerhead,55.4,41.2,22.2
loggerhead,52.6,42.8,22.2
loggerhead,52.6,42.8,22.2
loggerhead,52.6,42.8,22.2
loggerhead,52.6,42.8,22.2
loggerhead,53.5,44.2,22.2
loggerhead,53.5,44.2,22.2
loggerhead,53.5,44.2,22.2
loggerhead,53.5,44.2,22.2
loggerhead,51.6,45.3,22.2
loggerhead,51.6,45.3,22.2
loggerhead,51.6,45.3,22.2
loggerhead,51.6,45.3,22.2
loggerhead,54.9,46.3,22.2
loggerhead,54.9,46.3,22.2
loggerhead,54.9,46.3,22.2
loggerhead,54.9,46.3,22.2
loggerhead,4.61,3.45,22.3
loggerhead,4.65,3.7,22.3
loggerhead,4.8,3.84,22.3
loggerhead,4.81,3.9,22.3
loggerhead,4.62,3.6,22.4
loggerhead,4.68,3.6,22.4
loggerhead,4.87,3.95,22.4
loggerhead,52.6,43.5,22.4
loggerhead,52.6,43.5,22.4
loggerhead,52.6,43.5,22.4
loggerhead,52.6,43.5,22.4
loggerhead,52.6,43.5,22.4
loggerhead,52.6,43.5,22.4
loggerhead,52.6,43.5,22.4
loggerhead,52.6,43.5,22.4
green,56.5,44.3,22.4
green,56.5,44.3,22.4
loggerhead,51.8,45.9,22.4
loggerhead,51.8,45.9,22.4
loggerhead,51.8,45.9,22.4
loggerhead,51.8,45.9,22.4
loggerhead,4.71,3.6,22.5
loggerhead,4.61,3.71,22.5
loggerhead,4.75,3.88,22.6
loggerhead,4.88,3.9,22.6
loggerhead,51.6,42.8,22.6
loggerhead,51.6,42.8,22.6
loggerhead,51.6,42.8,22.6
loggerhead,51.6,42.8,22.6
loggerhead,53.8,44.7,22.6
loggerhead,53.8,44.7,22.6
loggerhead,53.8,44.7,22.6
loggerhead,53.8,44.7,22.6
loggerhead,54.9,44.8,22.6
loggerhead,54.9,44.8,22.6
loggerhead,54.9,44.8,22.6
loggerhead,54.9,44.8,22.6
loggerhead,53.9,45,22.6
loggerhead,53.9,45,22.6
loggerhead,53.9,45,22.6
loggerhead,53.9,45,22.6
loggerhead,55.1,45.7,22.6
loggerhead,55.1,45.7,22.6
loggerhead,55.1,45.7,22.6
loggerhead,55.1,45.7,22.6
loggerhead,4.73,3.75,22.7
loggerhead,4.88,3.81,22.7
loggerhead,4.95,3.94,22.7
loggerhead,4.83,3.97,22.7
loggerhead,51.7,43.1,22.7
loggerhead,51.7,43.1,22.7
loggerhead,51.7,43.1,22.7
loggerhead,51.7,43.1,22.7
loggerhead,4.66,3.57,22.8
loggerhead,4.89,3.72,22.8
loggerhead,4.76,3.75,22.8
loggerhead,4.76,3.81,22.8
loggerhead,5,3.93,22.8
loggerhead,51.6,44.3,22.8
loggerhead,51.6,44.3,22.8
loggerhead,51.6,44.3,22.8
loggerhead,51.6,44.3,22.8
loggerhead,54.8,44.7,22.8
loggerhead,54.8,44.7,22.8
loggerhead,54.8,44.7,22.8
loggerhead,54.8,44.7,22.8
loggerhead,54,45.6,22.8
loggerhead,54,45.6,22.8
loggerhead,54,45.6,22.8
loggerhead,54,45.6,22.8
green,57.9,46.8,22.8
green,57.9,46.8,22.8
loggerhead,57,47.4,22.8
loggerhead,57,47.4,22.8
loggerhead,57,47.4,22.8
loggerhead,57,47.4,22.8
loggerhead,4.55,3.81,23
loggerhead,4.9,3.82,23
loggerhead,4.86,3.9,23
loggerhead,53.4,45,23
loggerhead,53.4,45,23
loggerhead,53.4,45,23
loggerhead,53.4,45,23
green,57.1,45.9,23
green,57.1,45.9,23
loggerhead,56,46.4,23
loggerhead,56,46.4,23
loggerhead,56,46.4,23
loggerhead,56,46.4,23
green,57,49.1,23
green,57,49.1,23
ridley,54.1,53.6,23
loggerhead,4.82,3.66,23.1
loggerhead,4.68,3.71,23.1
loggerhead,4.91,3.79,23.1
loggerhead,4.67,3.81,23.1
loggerhead,4.86,3.83,23.1
loggerhead,4.79,3.93,23.1
loggerhead,4.92,4,23.1
loggerhead,4.71,3.53,23.2
loggerhead,4.84,3.82,23.2
loggerhead,4.74,3.84,23.2
loggerhead,5.02,3.84,23.2
loggerhead,54.8,45.3,23.2
loggerhead,54.8,45.3,23.2
loggerhead,54.8,45.3,23.2
loggerhead,54.8,45.3,23.2
loggerhead,55.9,45.9,23.2
loggerhead,55.9,45.9,23.2
loggerhead,55.9,45.9,23.2
loggerhead,55.9,45.9,23.2
loggerhead,55.3,46.1,23.2
loggerhead,55.3,46.1,23.2
loggerhead,55.3,46.1,23.2
loggerhead,55.3,46.1,23.2
loggerhead,53.7,46.3,23.2
loggerhead,53.7,46.3,23.2
loggerhead,53.7,46.3,23.2
loggerhead,53.7,46.3,23.2
loggerhead,55.3,47,23.2
loggerhead,55.3,47,23.2
loggerhead,55.3,47,23.2
loggerhead,55.3,47,23.2
loggerhead,55.3,47,23.2
loggerhead,55.3,47,23.2
loggerhead,4.75,3.61,23.3
loggerhead,4.74,3.76,23.3
loggerhead,4.7,3.83,23.3
loggerhead,4.75,3.87,23.3
loggerhead,4.83,3.88,23.3
loggerhead,4.98,3.92,23.3
loggerhead,4.93,3.99,23.3
loggerhead,4.99,4.08,23.3
loggerhead,4.97,3.73,23.4
loggerhead,5.02,3.85,23.4
loggerhead,54.3,43.3,23.4
loggerhead,54.3,43.3,23.4
loggerhead,54.3,43.3,23.4
loggerhead,54.3,43.3,23.4
loggerhead,55.2,45.6,23.4
loggerhead,55.2,45.6,23.4
loggerhead,55.2,45.6,23.4
loggerhead,55.2,45.6,23.4
loggerhead,57.4,47.2,23.5
loggerhead,57.4,47.2,23.5
loggerhead,57.4,47.2,23.5
loggerhead,57.4,47.2,23.5
loggerhead,4.92,3.81,23.6
loggerhead,54.3,42.4,23.6
loggerhead,54.3,42.4,23.6
loggerhead,54.3,42.4,23.6
loggerhead,54.3,42.4,23.6
loggerhead,4.86,3.86,23.7
loggerhead,4.85,3.92,23.7
loggerhead,4.77,3.98,23.7
loggerhead,5.05,4.03,23.7
loggerhead,4.98,4.06,23.7
loggerhead,5.11,4.07,23.7
loggerhead,4.66,3.76,23.8
loggerhead,5,3.93,23.8
loggerhead,4.93,4.05,23.8
loggerhead,54.1,43.7,23.8
loggerhead,54.1,43.7,23.8
loggerhead,54.1,43.7,23.8
loggerhead,54.1,43.7,23.8
loggerhead,53.8,46.4,23.8
loggerhead,53.8,46.4,23.8
loggerhead,53.8,46.4,23.8
loggerhead,53.8,46.4,23.8
loggerhead,59.4,49,23.8
loggerhead,59.4,49,23.8
loggerhead,59.4,49,23.8
loggerhead,59.4,49,23.8
loggerhead,4.95,3.76,23.9
loggerhead,4.86,3.79,23.9
loggerhead,4.73,3.76,24
loggerhead,55,44.3,24
loggerhead,55,44.3,24
loggerhead,55,44.3,24
loggerhead,55,44.3,24
loggerhead,54.9,45.2,24
loggerhead,54.9,45.2,24
loggerhead,54.9,45.2,24
loggerhead,54.9,45.2,24
loggerhead,56.6,45.2,24
loggerhead,56.6,45.2,24
loggerhead,56.6,45.2,24
loggerhead,56.6,45.2,24
loggerhead,54,45.6,24
loggerhead,54,45.6,24
loggerhead,54,45.6,24
loggerhead,54,45.6,24
loggerhead,51,46.5,24
loggerhead,51,46.5,24
loggerhead,51,46.5,24
loggerhead,51,46.5,24
loggerhead,55,46.7,24
loggerhead,55,46.7,24
loggerhead,55,46.7,24
loggerhead,55,46.7,24
green,56.8,46.9,24
green,56.8,46.9,24
loggerhead,54.2,47,24
loggerhead,54.2,47,24
loggerhead,54.2,47,24
loggerhead,54.2,47,24
loggerhead,5.01,3.83,24.1
